"Código SIEX";"Código";"Categoría";"Nombre científico";"EPPO cd";"Observaciones";Fecha de alta;Fecha de modificación;Fecha de baja
"590";"8.19.2";"Gloeosporium, Gloeosporium spp.";"Gloeosporium spp.";"1GLOEG";"De acuerdo con los recientes cambios nomenclaturales, la denominación Drepanopeziza prevalece sobre Gloeosporium, que pasa a ser considerada sinonimia. Sin embargo algunas de las especies de Gloeosporium no han sido aún reubicadas en Drepanopeziza o en otros géneros (ver ""Notes"" para 1GLOEG en EPPO Global Database:https://gd.eppo.int/).";03/07/2024;03/07/2024;
"591";"8.20.1.3";"Melanosis de los cítricos, Diaporthe citri";"Diaporthe citri";"DIAPCI";"También descrito como Phomopsis citri.";03/07/2024;03/07/2024;
"592";"8.20.1.5";"Chancro del manzano, Diaporthe perniciosa";"Diaporthe perniciosa";"DIAPPE";"También descrito como Phomopsis mali.";03/07/2024;03/07/2024;
"593";"8.31.1.2";"Antracnosis de la cebolla, Colletotrichum circinans";"Colletotrichum circinans";"COLLCI";;03/07/2024;03/07/2024;
"594";"8.31.1.8";"Antracnosis, niebla del melón, Colletotrichum orbiculare";"Colletotrichum orbiculare";"COLLLA";"También conocido comúnmente como niebla del pepino o antracnosis de las cucurbitáceas.";03/07/2024;03/07/2024;
"595";"8.53.1.2";"Mancha negra de los cítricos, Phyllosticta citricarpa";"Phyllosticta citricarpa";"GUIGCI";"También descrito como Guignardia citricarpa.";03/07/2024;03/07/2024;
"596";"8.59.1.6";"Alternaria, mancha de la hoja de la zanahoria, Alternaria dauci";"Alternaria dauci";"ALTEDA";"También causa daños en lechuga.";03/07/2024;03/07/2024;
"597";"8.81.1.1";"Carbón desnudo de la avena, Ustilago avenae";"Ustilago avenae";"USTIAV";;03/07/2024;03/07/2024;
"598";"8.81.1.2";"Carbón vestido de la cebada, Ustilago hordei";"Ustilago hordei";"USTIHO";;03/07/2024;03/07/2024;
"599";"8.27.3";"Drepanopeziza spp.";"Drepanopeziza spp.";"1DREPG";;03/07/2024;03/07/2024;
"600";"8.27.3.1";"Marchitamiento foliar del chopo, Drepanopeziza brunnea";"Drepanopeziza brunnea";"DREPPU";"También descrito como Drepanopeziza punctiformis o Marssonina brunnea.";03/07/2024;03/07/2024;
"601";"8.27.3.2";"Marsonina del álamo negro, Drepanopeziza populi";"Drepanopeziza populi";"DREPPO";"También descrito como Drepanopeziza populorum o Marssonina populi.";03/07/2024;03/07/2024;
"602";"8.27.3.3";"Antracnosis de los sauces, Drepanopeziza salicis";"Drepanopeziza salicis";"DREPSA";"También descrito como Pseudopeziza  salicis.";03/07/2024;03/07/2024;
